file_name,cmp_ratio,abs_mean_uncmp,min_uncmp,max_uncmp,mean_uncmp,cmp_time,read_time,write_time,tot_time,
DF__UTC_20201112_102232/DF__UTC_20201112_102232.602.h5,4.24692,429.984,-25159,24437,-0.50137,1722,8331,2029,17254,
DF__UTC_20201112_102432/DF__UTC_20201112_102432.602.h5,4.24645,460.377,-24371,24210,-0.314102,1842,8452,267,15778,
DF__UTC_20201112_102532/DF__UTC_20201112_102532.602.h5,4.24727,458.953,-23783,23524,0.0899737,1722,8442,262,15424,
DF__UTC_20201112_102932/DF__UTC_20201112_102932.602.h5,4.24785,408.798,-22775,24068,-0.0433513,1705,8624,252,15736,
DF__UTC_20201112_102632/DF__UTC_20201112_102632.602.h5,4.24806,423.621,-21948,23986,-0.0111926,1746,8530,1681,17172,
DF__UTC_20201112_102832/DF__UTC_20201112_102832.602.h5,4.24818,376.378,-22046,22933,-0.0193068,1722,8574,1880,17421,
DF__UTC_20201112_102732/DF__UTC_20201112_102732.602.h5,4.24788,391.688,-23262,24314,-0.0176816,1731,8678,1916,17576,
DF__UTC_20201112_103032/DF__UTC_20201112_103032.602.h5,4.24767,408.545,-23571,24469,-0.103465,1696,8500,1779,17611,
DF__UTC_20201112_103132/DF__UTC_20201112_103132.602.h5,4.24796,389.068,-22459,23262,0.107358,1671,8348,339,15657,
DF__UTC_20201112_103232/DF__UTC_20201112_103232.602.h5,4.24737,394.147,-23843,24071,0.0885723,1723,8875,263,16015,
DF__UTC_20201112_103332/DF__UTC_20201112_103332.602.h5,4.24751,400.08,-23772,24228,0.17157,1771,8535,1865,17363,
DF__UTC_20201112_103432/DF__UTC_20201112_103432.602.h5,4.2479,397.674,-22425,24017,0.0949368,1754,8910,1888,18143,
DF__UTC_20201112_103532/DF__UTC_20201112_103532.602.h5,4.24664,411.619,-25077,23892,0.243526,1727,8365,2398,17446,
DF__UTC_20201112_103932/DF__UTC_20201112_103932.602.h5,4.24783,386.173,-23000,23314,0.217008,1718,8362,256,15330,
DF__UTC_20201112_103632/DF__UTC_20201112_103632.602.h5,4.24775,394.085,-23605,23210,0.0837045,1705,8403,2322,17629,
DF__UTC_20201112_103732/DF__UTC_20201112_103732.602.h5,4.2477,386.499,-24353,23197,0.238486,1689,8438,2059,17341,
DF__UTC_20201112_103832/DF__UTC_20201112_103832.602.h5,4.24757,388.93,-24144,23994,0.163478,1728,8381,1586,16731,
DF__UTC_20201112_104132/DF__UTC_20201112_104132.602.h5,4.24814,394.711,-21997,22037,0.176044,1714,8154,1864,16889,
DF__UTC_20201112_104032/DF__UTC_20201112_104032.602.h5,4.24779,392.453,-23253,24160,0.132324,1658,8533,1978,17342,
DF__UTC_20201112_104232/DF__UTC_20201112_104232.602.h5,4.24741,392.982,-23944,23790,0.0535436,1777,8406,2053,17441,
DF__UTC_20201112_104332/DF__UTC_20201112_104332.602.h5,4.2477,387.047,-23658,23744,0.14078,1747,8650,1762,17362,
DF__UTC_20201112_104532/DF__UTC_20201112_104532.602.h5,4.24781,371.043,-23890,24222,-0.36075,1717,8469,258,15649,
DF__UTC_20201112_104432/DF__UTC_20201112_104432.602.h5,4.24776,376.588,-24337,23424,-0.105548,1720,8702,2221,17799,
DF__UTC_20201112_104732/DF__UTC_20201112_104732.602.h5,4.24798,374.213,-23416,22448,0.15458,1730,8644,260,15698,
DF__UTC_20201112_104832/DF__UTC_20201112_104832.602.h5,4.24805,374,-23154,22557,0.109485,1740,8738,260,15965,
DF__UTC_20201112_104632/DF__UTC_20201112_104632.602.h5,4.24785,378.878,-23742,23519,0.0643921,1717,8548,2044,17439,
DF__UTC_20201112_105132/DF__UTC_20201112_105132.602.h5,4.24795,377.097,-23463,22482,0.107889,1702,8346,260,15464,
DF__UTC_20201112_104932/DF__UTC_20201112_104932.602.h5,4.24801,377.961,-23310,22642,0.193957,1701,8441,2170,17476,
DF__UTC_20201112_105032/DF__UTC_20201112_105032.602.h5,4.24811,375.131,-22569,22255,0.118239,1715,8575,1849,17353,
DF__UTC_20201112_105232/DF__UTC_20201112_105232.602.h5,4.24794,380.443,-23698,22371,0.112902,1719,8547,1962,17401,
DF__UTC_20201112_105332/DF__UTC_20201112_105332.602.h5,4.24811,393.115,-22470,23360,0.216313,1729,8289,2174,17322,
DF__UTC_20201112_105432/DF__UTC_20201112_105432.602.h5,4.24826,374.575,-21294,21985,0.277983,1682,8511,255,15565,
DF__UTC_20201112_105632/DF__UTC_20201112_105632.602.h5,4.24803,383.203,-22928,23819,0.260292,1745,8447,265,15660,
DF__UTC_20201112_105532/DF__UTC_20201112_105532.602.h5,4.24808,375.043,-22456,25262,0.225622,1698,8501,2289,17634,
DF__UTC_20201112_105932/DF__UTC_20201112_105932.602.h5,4.24796,391.615,-22966,23116,0.193399,1666,8335,265,15399,
DF__UTC_20201112_110032/DF__UTC_20201112_110032.602.h5,4.24806,373.642,-22849,21848,0.136975,1660,8417,261,15456,
DF__UTC_20201112_105732/DF__UTC_20201112_105732.602.h5,4.24815,376.522,-22159,22565,0.236017,1700,8355,2258,17428,
DF__UTC_20201112_105832/DF__UTC_20201112_105832.602.h5,4.24784,383.256,-23530,22805,0.274305,1698,8450,2020,17271,
DF__UTC_20201112_110132/DF__UTC_20201112_110132.602.h5,4.24795,370.022,-23736,23986,0.0889314,1702,8306,276,15476,
DF__UTC_20201112_110232/DF__UTC_20201112_110232.602.h5,4.24802,384.839,-23083,22947,0.0902557,1729,8381,3104,18290,
DF__UTC_20201112_110332/DF__UTC_20201112_110332.602.h5,4.24781,377.398,-23723,23580,0.048337,1811,8433,1948,17350,
DF__UTC_20201112_110432/DF__UTC_20201112_110432.602.h5,4.24806,379.384,-22765,22241,0.0212837,1713,8272,1935,17021,
DF__UTC_20201112_110532/DF__UTC_20201112_110532.602.h5,4.24766,370.131,-24619,24311,-0.384604,1692,8414,258,15453,
DF__UTC_20201112_110632/DF__UTC_20201112_110632.602.h5,4.24775,365.747,-24244,23319,-0.378638,1712,8402,1850,17150,
DF__UTC_20201112_110732/DF__UTC_20201112_110732.602.h5,4.24811,365.302,-22333,23020,-0.00793767,1699,8274,276,15401,
DF__UTC_20201112_111132/DF__UTC_20201112_111132.602.h5,4.24811,378.622,-22482,22368,0.0325021,1668,8340,269,15472,
DF__UTC_20201112_110832/DF__UTC_20201112_110832.602.h5,4.24814,382.392,-22317,22554,-0.000420824,1728,8503,2008,17478,
DF__UTC_20201112_111032/DF__UTC_20201112_111032.602.h5,4.2479,398.119,-23557,23363,0.0940097,1755,8225,1871,17082,
DF__UTC_20201112_110932/DF__UTC_20201112_110932.602.h5,4.24809,377.179,-22835,23359,0.00229143,1735,8610,2004,17479,
DF__UTC_20201112_111332/DF__UTC_20201112_111332.602.h5,4.2481,362.252,-22635,22472,-0.0169336,1722,8449,268,15591,
DF__UTC_20201112_111232/DF__UTC_20201112_111232.602.h5,4.2482,367.01,-21868,22698,-0.0111542,1730,8275,2221,17357,
DF__UTC_20201112_111432/DF__UTC_20201112_111432.602.h5,4.24822,368.599,-21777,21966,0.0314301,1699,8690,261,15769,
DF__UTC_20201112_111532/DF__UTC_20201112_111532.602.h5,4.24816,366.664,-22199,21551,-0.0112596,1716,8436,257,15436,
DF__UTC_20201112_111732/DF__UTC_20201112_111732.602.h5,4.24784,382.325,-23462,22616,-0.00565408,1717,8275,1761,16601,
DF__UTC_20201112_111632/DF__UTC_20201112_111632.602.h5,4.24814,370.233,-21963,21879,-0.0323296,1731,8739,1857,20456,
DF__UTC_20201112_112032/DF__UTC_20201112_112032.602.h5,4.24789,373.935,-24033,23992,-0.0749013,1787,8310,3077,18317,
DF__UTC_20201112_111932/DF__UTC_20201112_111932.602.h5,4.24787,376.585,-23170,23710,-0.0638783,1703,8710,3885,19419,
DF__UTC_20201112_111832/DF__UTC_20201112_111832.602.h5,4.2478,390.822,-23326,22978,0.0062459,1683,8291,4991,20073,
DF__UTC_20201112_112132/DF__UTC_20201112_112132.602.h5,4.24821,365.032,-21653,21817,-0.152218,1709,8701,4391,19925,
DF__UTC_20201112_112332/DF__UTC_20201112_112332.602.h5,4.24812,361.9,-22495,23642,-0.244315,1704,7925,2016,16780,
DF__UTC_20201112_112232/DF__UTC_20201112_112232.602.h5,4.24808,370.032,-22560,22495,-0.215989,1761,8168,2850,18002,
DF__UTC_20201112_112432/DF__UTC_20201112_112432.602.h5,4.24807,365.311,-22573,22912,-0.262684,1712,8345,265,15425,
DF__UTC_20201112_112532/DF__UTC_20201112_112532.602.h5,4.2478,375.794,-23944,24535,-0.395296,1773,8315,273,15607,
DF__UTC_20201112_112632/DF__UTC_20201112_112632.602.h5,4.2477,369.112,-24329,24096,-0.734733,1729,8285,1850,17166,
DF__UTC_20201112_112732/DF__UTC_20201112_112732.602.h5,4.24787,366.997,-23840,25122,-0.257938,1729,8558,282,15796,
DF__UTC_20201112_112832/DF__UTC_20201112_112832.602.h5,4.24814,376.096,-22171,23593,-0.067612,1727,8469,267,15656,
DF__UTC_20201112_112932/DF__UTC_20201112_112932.602.h5,4.24769,409.195,-23662,23715,-0.132679,1735,8399,265,15562,
DF__UTC_20201112_113132/DF__UTC_20201112_113132.602.h5,4.2481,370.428,-22445,22123,0.0897699,1735,8298,264,15432,
DF__UTC_20201112_113032/DF__UTC_20201112_113032.602.h5,4.24816,374.198,-21909,22804,0.0792671,1775,8520,274,15683,
DF__UTC_20201112_113232/DF__UTC_20201112_113232.602.h5,4.24794,375.385,-23373,22894,0.0781253,1736,8442,1831,17163,
DF__UTC_20201112_113332/DF__UTC_20201112_113332.602.h5,4.24818,374.646,-22006,21735,-0.0232547,1722,8577,1902,17315,
DF__UTC_20201112_113532/DF__UTC_20201112_113532.602.h5,4.24804,389.377,-22678,22460,0.0434567,1734,8463,1698,17099,
DF__UTC_20201112_113432/DF__UTC_20201112_113432.602.h5,4.24815,377.527,-22057,21538,-0.0219102,1727,8600,2114,17645,
DF__UTC_20201112_113632/DF__UTC_20201112_113632.602.h5,4.24772,383.109,-23778,24000,0.0354419,1705,8346,260,15436,
DF__UTC_20201112_113732/DF__UTC_20201112_113732.602.h5,4.24804,382.246,-22375,22915,0.0291245,1719,8397,260,15478,
DF__UTC_20201112_114032/DF__UTC_20201112_114032.602.h5,4.24715,396.616,-24101,23868,-0.0894566,1732,8417,269,15627,
DF__UTC_20201112_114132/DF__UTC_20201112_114132.602.h5,4.24734,389.364,-24354,24008,-0.087646,1720,8376,266,15437,
DF__UTC_20201112_113832/DF__UTC_20201112_113832.602.h5,4.24697,396.106,-24542,23843,0.0179646,1783,8582,1899,17455,
DF__UTC_20201112_113932/DF__UTC_20201112_113932.602.h5,4.24779,394.879,-23029,22515,0.0243187,1764,8415,2089,17470,
DF__UTC_20201112_114232/DF__UTC_20201112_114232.602.h5,4.24805,390.35,-22110,23191,0.0372015,1772,8476,2585,18051,
DF__UTC_20201112_114332/DF__UTC_20201112_114332.602.h5,4.24774,385.5,-23540,22987,-0.0166488,1709,8270,2836,17949,
DF__UTC_20201112_114432/DF__UTC_20201112_114432.602.h5,4.24762,394.222,-24127,23398,0.0210296,1776,8358,2228,17518,
DF__UTC_20201112_114532/DF__UTC_20201112_114532.602.h5,4.2481,388.124,-21922,23766,-0.00388944,1652,8408,2124,17300,
DF__UTC_20201112_114632/DF__UTC_20201112_114632.602.h5,4.24782,389.756,-23682,23269,-0.0883668,1701,8276,1809,16885,
DF__UTC_20201112_114732/DF__UTC_20201112_114732.602.h5,4.24756,385.844,-24224,23876,-0.217156,1671,8307,1815,17296,
DF__UTC_20201112_115032/DF__UTC_20201112_115032.602.h5,4.24801,364.95,-22987,23228,-0.106325,1712,8240,277,15375,
DF__UTC_20201112_115132/DF__UTC_20201112_115132.602.h5,4.24793,387.114,-23053,22338,-0.136669,1667,8335,268,15424,
DF__UTC_20201112_114832/DF__UTC_20201112_114832.602.h5,4.24758,368.158,-24636,24641,-0.667699,1716,8153,2401,17477,
DF__UTC_20201112_114932/DF__UTC_20201112_114932.602.h5,4.24773,366.285,-24019,24373,-0.334272,1694,8468,2134,17487,
DF__UTC_20201112_115232/DF__UTC_20201112_115232.602.h5,4.24804,368.026,-22688,22723,-0.0665335,1756,8377,275,15577,
DF__UTC_20201112_115332/DF__UTC_20201112_115332.602.h5,4.24791,378.971,-23168,23597,-0.0937614,1791,8515,280,15796,
DF__UTC_20201112_115432/DF__UTC_20201112_115432.602.h5,4.24802,370.537,-22460,23842,-0.106797,1705,8422,266,15506,
DF__UTC_20201112_115632/DF__UTC_20201112_115632.602.h5,4.24786,373.589,-23735,22660,-0.043046,1723,8459,264,15581,
DF__UTC_20201112_115532/DF__UTC_20201112_115532.602.h5,4.2481,372.039,-22130,23859,-0.0542221,1698,8450,1979,17257,
DF__UTC_20201112_115832/DF__UTC_20201112_115832.602.h5,4.24734,389.92,-24318,24527,-0.171301,1746,8423,261,15587,
DF__UTC_20201112_115732/DF__UTC_20201112_115732.602.h5,4.2473,414.568,-23888,24230,0.0620045,1749,8382,1883,17184,
DF__UTC_20201112_120132/DF__UTC_20201112_120132.602.h5,4.24749,394.874,-23740,23253,-0.127335,1749,8475,262,15699,
DF__UTC_20201112_120032/DF__UTC_20201112_120032.602.h5,4.24706,404.286,-24228,23804,-0.0387525,1763,8399,2247,17618,
DF__UTC_20201112_115932/DF__UTC_20201112_115932.602.h5,4.24751,398.676,-23773,23759,-0.0648496,1719,8556,2970,18416,
DF__UTC_20201112_120232/DF__UTC_20201112_120232.602.h5,4.2474,412.714,-23754,24009,-0.110527,1768,8399,1144,16466,
DF__UTC_20201112_120432/DF__UTC_20201112_120432.602.h5,4.24763,430.797,-23516,23718,-0.142347,1777,8522,278,15785,
DF__UTC_20201112_120332/DF__UTC_20201112_120332.602.h5,4.24681,416.064,-24407,24721,-0.127453,1747,8462,1966,17400,
DF__UTC_20201112_120532/DF__UTC_20201112_120532.602.h5,4.24777,403.912,-23362,22977,-0.234824,1723,8407,267,15570,
DF__UTC_20201112_120632/DF__UTC_20201112_120632.602.h5,4.24711,433.553,-24008,25233,-0.203922,1720,8510,271,15580,
DF__UTC_20201112_120732/DF__UTC_20201112_120732.602.h5,4.24727,434.936,-23934,23442,-0.186716,1746,8612,1741,17287,
DF__UTC_20201112_120932/DF__UTC_20201112_120932.602.h5,4.24738,414.32,-24015,24241,-0.680326,1737,8481,253,15561,
DF__UTC_20201112_120832/DF__UTC_20201112_120832.602.h5,4.24754,412.692,-23656,23753,-0.341996,1724,8324,2296,17489,
DF__UTC_20201112_121132/DF__UTC_20201112_121132.602.h5,4.24643,441.625,-24590,24364,-0.0136197,1832,8368,276,15655,
DF__UTC_20201112_121032/DF__UTC_20201112_121032.602.h5,4.24702,420.164,-24180,24332,-0.480278,1745,8398,2852,18189,
DF__UTC_20201112_121232/DF__UTC_20201112_121232.602.h5,4.24691,437.675,-24049,24228,-0.105728,1765,8735,2034,17732,
DF__UTC_20201112_121332/DF__UTC_20201112_121332.602.h5,4.24742,398.981,-23549,24842,-0.0448639,1774,8574,264,15769,
DF__UTC_20201112_121532/DF__UTC_20201112_121532.602.h5,4.2476,384.53,-24251,22974,-0.0321867,1770,8481,264,15620,
DF__UTC_20201112_121432/DF__UTC_20201112_121432.602.h5,4.24782,392.101,-23853,22471,-0.00865274,1685,8376,1907,17109,
DF__UTC_20201112_121632/DF__UTC_20201112_121632.602.h5,4.24734,400.097,-24954,23863,0.0442942,1742,8525,264,15641,
DF__UTC_20201112_121832/DF__UTC_20201112_121832.602.h5,4.24796,393.974,-23283,23603,-0.0734748,1734,8728,266,15816,
DF__UTC_20201112_121732/DF__UTC_20201112_121732.602.h5,4.2475,407.001,-23889,23292,-0.0694208,1705,8307,1935,17968,
DF__UTC_20201112_122032/DF__UTC_20201112_122032.602.h5,4.24718,426.121,-24702,24358,-0.0647761,1783,8429,1985,17267,
DF__UTC_20201112_121932/DF__UTC_20201112_121932.602.h5,4.24753,413.257,-24090,23355,-0.0749873,1746,8549,3301,18754,
DF__UTC_20201112_122132/DF__UTC_20201112_122132.602.h5,4.24738,419.371,-24568,23528,0.140065,1763,8394,2183,17523,
DF__UTC_20201112_122232/DF__UTC_20201112_122232.602.h5,4.24756,416.363,-23831,23355,0.157506,1744,8248,261,15364,
DF__UTC_20201112_122332/DF__UTC_20201112_122332.602.h5,4.24782,398.22,-23279,23419,0.219556,1706,8321,256,15392,
DF__UTC_20201112_122432/DF__UTC_20201112_122432.602.h5,4.2479,376.934,-23668,21968,0.198155,1746,8331,267,15402,
DF__UTC_20201112_122632/DF__UTC_20201112_122632.602.h5,4.24813,382.613,-22189,21964,0.254671,1727,8544,267,15715,
DF__UTC_20201112_122532/DF__UTC_20201112_122532.602.h5,4.24778,382.925,-24365,22795,0.1824,1742,8619,1915,17364,
DF__UTC_20201112_122732/DF__UTC_20201112_122732.602.h5,4.24819,379.209,-21857,21390,0.277703,1704,8210,2355,17364,
DF__UTC_20201112_122832/DF__UTC_20201112_122832.602.h5,4.24799,394.249,-22946,23298,0.246626,1679,8458,542,15741,
DF__UTC_20201112_123132/DF__UTC_20201112_123132.602.h5,4.24743,386.342,-25077,24896,-0.066171,1672,8219,284,15222,
DF__UTC_20201112_122932/DF__UTC_20201112_122932.602.h5,4.24771,392.57,-24188,23218,0.244783,1767,8405,2851,18105,
DF__UTC_20201112_123032/DF__UTC_20201112_123032.602.h5,4.24763,384.835,-24507,24734,0.310481,1746,8457,4351,19576,
DF__UTC_20201112_123232/DF__UTC_20201112_123232.602.h5,4.24774,370.499,-24106,24752,0.172351,1709,8171,2506,17533,
DF__UTC_20201112_123432/DF__UTC_20201112_123432.602.h5,4.24787,398.958,-23023,24106,0.54186,1706,8539,2582,17806,
DF__UTC_20201112_123332/DF__UTC_20201112_123332.602.h5,4.24771,383.849,-24218,22154,0.744389,1720,8419,3263,18534,
DF__UTC_20201112_123532/DF__UTC_20201112_123532.602.h5,4.24766,396.767,-24036,24219,0.631156,1681,8320,2376,17428,
DF__UTC_20201112_123632/DF__UTC_20201112_123632.602.h5,4.24733,414.417,-24377,24926,0.75134,1694,8414,2782,17911,
DF__UTC_20201112_123732/DF__UTC_20201112_123732.602.h5,4.24746,391.366,-24013,24820,0.682631,1722,8528,3632,19039,
DF__UTC_20201112_124032/DF__UTC_20201112_124032.602.h5,4.24744,394.399,-23658,24415,0.740591,1710,8505,257,15602,
DF__UTC_20201112_123832/DF__UTC_20201112_123832.602.h5,4.24782,419.127,-22752,24641,0.703331,1708,8355,4580,19751,
DF__UTC_20201112_123932/DF__UTC_20201112_123932.602.h5,4.2476,414.282,-23806,24339,0.759436,1773,8145,2346,17439,
DF__UTC_20201112_124132/DF__UTC_20201112_124132.602.h5,4.2475,398.151,-23494,24621,0.820736,1759,8484,260,15659,
DF__UTC_20201112_124232/DF__UTC_20201112_124232.602.h5,4.24792,384.372,-23130,23279,0.839797,1699,8460,260,15579,
DF__UTC_20201112_124432/DF__UTC_20201112_124432.602.h5,4.24728,428.128,-23899,24290,0.868994,1710,8344,266,15376,
DF__UTC_20201112_124332/DF__UTC_20201112_124332.602.h5,4.24763,390.791,-24054,23124,0.803498,1723,8479,282,15562,
DF__UTC_20201112_124532/DF__UTC_20201112_124532.602.h5,4.24696,419.263,-24536,23642,0.836464,1866,8341,1998,17273,
DF__UTC_20201112_124632/DF__UTC_20201112_124632.602.h5,4.24712,413.479,-24012,23892,0.844615,1727,8533,2119,17484,
DF__UTC_20201112_124732/DF__UTC_20201112_124732.602.h5,4.24746,408.984,-23837,23608,0.783539,1713,8329,1862,17240,
DF__UTC_20201112_124832/DF__UTC_20201112_124832.602.h5,4.24789,402.925,-23188,23034,0.87228,1695,8372,1379,16560,
DF__UTC_20201112_124932/DF__UTC_20201112_124932.602.h5,4.24799,383.187,-22907,23653,0.78189,1711,8376,1236,16508,
DF__UTC_20201112_125032/DF__UTC_20201112_125032.602.h5,4.24779,387.476,-24082,22870,0.811946,1662,8325,2270,17371,
DF__UTC_20201112_125132/DF__UTC_20201112_125132.602.h5,4.24781,394.311,-23445,24802,0.720272,1700,8300,1913,17070,
DF__UTC_20201112_125232/DF__UTC_20201112_125232.602.h5,4.24783,401.027,-23248,24321,0.685556,1732,8453,278,15737,
DF__UTC_20201112_125432/DF__UTC_20201112_125432.602.h5,4.24738,419.018,-24695,25293,0.554866,1756,8335,279,15571,
DF__UTC_20201112_125332/DF__UTC_20201112_125332.602.h5,4.24767,417.19,-23178,23216,0.830757,1743,8338,2142,17375,
DF__UTC_20201112_125532/DF__UTC_20201112_125532.602.h5,4.24754,398.044,-24410,24493,0.394933,1830,8521,271,15841,
DF__UTC_20201112_125632/DF__UTC_20201112_125632.602.h5,4.24776,382.686,-24134,22687,0.924176,1751,8502,275,15671,
DF__UTC_20201112_125732/DF__UTC_20201112_125732.602.h5,4.24801,399.165,-22832,22290,0.85549,1723,8632,268,15729,
DF__UTC_20201112_125932/DF__UTC_20201112_125932.602.h5,4.24776,397.705,-23654,24298,0.946325,1704,8498,259,15518,
DF__UTC_20201112_125832/DF__UTC_20201112_125832.602.h5,4.24787,392.976,-23470,23661,0.810469,1717,8720,265,15809,
DF__UTC_20201112_130032/DF__UTC_20201112_130032.602.h5,4.24795,387.731,-22852,23160,0.910999,1783,8582,2003,17972,
DF__UTC_20201112_130132/DF__UTC_20201112_130132.602.h5,4.24775,395.457,-24177,23275,0.889735,1761,8601,1783,17723,
DF__UTC_20201112_130232/DF__UTC_20201112_130232.602.h5,4.24741,420.025,-24790,23585,0.838509,1720,8598,1004,16391,
DF__UTC_20201112_130332/DF__UTC_20201112_130332.602.h5,4.24781,405.22,-23688,23483,0.845057,1709,8710,266,15897,
DF__UTC_20201112_130432/DF__UTC_20201112_130432.602.h5,4.24792,393.005,-23161,23894,0.798745,1824,8504,1904,17483,
DF__UTC_20201112_130632/DF__UTC_20201112_130632.602.h5,4.24749,416.89,-23745,24386,0.729776,1691,8245,273,15343,
DF__UTC_20201112_130532/DF__UTC_20201112_130532.602.h5,4.24748,410.394,-24248,23460,0.786062,1711,8267,1997,17043,
DF__UTC_20201112_130732/DF__UTC_20201112_130732.602.h5,4.24781,405.8,-23622,23383,0.780693,1717,8381,260,15388,
DF__UTC_20201112_130832/DF__UTC_20201112_130832.602.h5,4.24794,390.807,-23076,23004,0.772176,1727,8550,1898,17353,
DF__UTC_20201112_130932/DF__UTC_20201112_130932.602.h5,4.24753,401.98,-24451,22407,0.840461,1739,8486,1974,17366,
DF__UTC_20201112_131232/DF__UTC_20201112_131232.602.h5,4.24779,417.799,-23443,24107,0.609372,1733,8498,1045,16350,
DF__UTC_20201112_131132/DF__UTC_20201112_131132.602.h5,4.24698,429.422,-24466,23958,0.68834,1698,8374,1929,17201,
DF__UTC_20201112_131032/DF__UTC_20201112_131032.602.h5,4.24775,423.565,-23470,23348,0.703982,1716,8423,2207,17441,
DF__UTC_20201112_131332/DF__UTC_20201112_131332.602.h5,4.2479,418.981,-23000,23300,0.65607,1670,8310,2273,18347,
DF__UTC_20201112_131432/DF__UTC_20201112_131432.602.h5,4.2478,426.318,-23318,23053,0.602288,1743,8489,1853,17295,
DF__UTC_20201112_131532/DF__UTC_20201112_131532.602.h5,4.24781,429.293,-23252,23619,0.554338,1733,8407,2118,17395,
DF__UTC_20201112_131632/DF__UTC_20201112_131632.602.h5,4.24666,454.405,-24853,24435,0.320975,1744,8239,1907,17013,
DF__UTC_20201112_131732/DF__UTC_20201112_131732.602.h5,4.24697,456.902,-24298,23754,0.225436,1761,8355,279,15531,
DF__UTC_20201112_131932/DF__UTC_20201112_131932.602.h5,4.24713,443.535,-23718,24175,0.54851,1745,8303,1770,16905,
DF__UTC_20201112_131832/DF__UTC_20201112_131832.602.h5,4.24622,485.07,-24310,24822,0.816327,1760,8522,1866,17482,
DF__UTC_20201112_132032/DF__UTC_20201112_132032.602.h5,4.2472,429.725,-24019,24190,0.652988,1815,8360,259,15586,
DF__UTC_20201112_132132/DF__UTC_20201112_132132.602.h5,4.2471,433.975,-24114,23959,0.700976,1722,8361,1980,17156,
DF__UTC_20201112_132332/DF__UTC_20201112_132332.602.h5,4.24753,435.796,-23778,24426,0.723852,1684,8200,256,15170,
DF__UTC_20201112_132232/DF__UTC_20201112_132232.602.h5,4.2479,414.025,-23049,22509,0.810921,1772,8508,1910,17255,
DF__UTC_20201112_132432/DF__UTC_20201112_132432.602.h5,4.24775,424.598,-22998,24447,0.65319,1801,8870,2485,18297,
DF__UTC_20201112_132632/DF__UTC_20201112_132632.602.h5,4.24757,447.408,-23711,24313,0.432873,1761,8639,2126,17641,
DF__UTC_20201112_132532/DF__UTC_20201112_132532.602.h5,4.24778,424.119,-23598,23189,0.604388,1767,8934,2333,18150,
DF__UTC_20201112_132732/DF__UTC_20201112_132732.602.h5,4.24695,467.455,-24644,23505,0.616781,1623,8345,1569,16583,
DF__UTC_20201112_132832/DF__UTC_20201112_132832.602.h5,4.24733,463.254,-24474,23451,0.447772,1725,8239,2066,16992,
DF__UTC_20201112_132932/DF__UTC_20201112_132932.602.h5,4.24754,482.065,-23572,23877,0.489782,1720,8551,1850,17138,
DF__UTC_20201112_133032/DF__UTC_20201112_133032.602.h5,4.24675,496.327,-24249,24509,0.405096,1722,8492,1800,21223,
DF__UTC_20201112_133132/DF__UTC_20201112_133132.602.h5,4.24783,454.869,-22813,23881,0.384234,1674,8176,4076,19036,
DF__UTC_20201112_133332/DF__UTC_20201112_133332.602.h5,4.24779,450.065,-23079,23313,0.301812,1779,8464,3438,18846,
DF__UTC_20201112_133232/DF__UTC_20201112_133232.602.h5,4.24777,449.853,-23249,25077,0.36758,1747,8506,5035,20429,
DF__UTC_20201112_133432/DF__UTC_20201112_133432.602.h5,4.2474,452.513,-24329,24454,0.160658,1723,8305,260,15448,
DF__UTC_20201112_133632/DF__UTC_20201112_133632.602.h5,4.24684,517.355,-23971,24541,0.0152114,1749,8033,268,15046,
DF__UTC_20201112_133532/DF__UTC_20201112_133532.602.h5,4.24733,477.825,-23492,23653,0.103708,1719,8134,2271,17233,
DF__UTC_20201112_133732/DF__UTC_20201112_133732.602.h5,4.24677,500.053,-24142,23959,0.113443,1736,8167,2651,17797,
DF__UTC_20201112_133832/DF__UTC_20201112_133832.602.h5,4.24717,488.681,-23772,23936,-0.0740728,1769,8296,1941,17102,
DF__UTC_20201112_133932/DF__UTC_20201112_133932.602.h5,4.24646,501.835,-24701,23763,-0.191307,1836,8450,2138,17532,
DF__UTC_20201112_134232/DF__UTC_20201112_134232.602.h5,4.24746,487.975,-23812,23786,0.0741994,1733,8432,264,15560,
DF__UTC_20201112_134032/DF__UTC_20201112_134032.602.h5,4.24701,490.412,-24524,23903,-0.640196,1721,8365,2057,17166,
DF__UTC_20201112_134132/DF__UTC_20201112_134132.602.h5,4.24743,487.957,-23753,23340,-0.292306,1730,8503,2234,17705,
DF__UTC_20201112_134432/DF__UTC_20201112_134432.602.h5,4.2478,470.781,-23445,23816,-0.0269009,1701,8447,260,15626,
DF__UTC_20201112_134532/DF__UTC_20201112_134532.602.h5,4.24698,489.75,-24035,24214,-0.132313,1812,8326,259,15590,
DF__UTC_20201112_134332/DF__UTC_20201112_134332.602.h5,4.24754,467.166,-23942,23641,0.0405387,1696,8355,2532,17638,
DF__UTC_20201112_134632/DF__UTC_20201112_134632.602.h5,4.24613,514.919,-24816,24625,-0.193954,1733,8202,2496,17462,
DF__UTC_20201112_134732/DF__UTC_20201112_134732.602.h5,4.24624,529.622,-23984,24136,-0.115467,1777,8569,2357,17810,
DF__UTC_20201112_134832/DF__UTC_20201112_134832.602.h5,4.24756,494.086,-23076,23884,-0.281781,1691,8320,1980,17068,
DF__UTC_20201112_134932/DF__UTC_20201112_134932.602.h5,4.24762,471.806,-23611,23406,-0.240004,1717,8469,2295,17553,
